INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;LONGITUD;LATITUD;T00;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;TH00;TH07;TH13;TH18;TMIN_JS;HTMAX;HTMIN
9434;2021;1;16;ZARAGOZA/AEROPUERTO;249;0100152;413938;75;73;72;74;69;65;66;60;64;68;78;94;109;123;131;134;131;123;100;100;97;96;82;76;51;43;70;55;53;1440;650
9434;2021;1;17;ZARAGOZA/AEROPUERTO;249;0100152;413938;81;80;69;58;58;62;47;26;56;65;87;102;126;131;147;149;140;127;116;108;99;91;92;95;40;8;83;90;21;1500;700
9434;2021;1;18;ZARAGOZA/AEROPUERTO;249;0100152;413938;87;84;82;71;67;65;67;68;73;84;97;113;120;127;135;136;137;120;85;83;81;68;50;42;74;59;91;62;19;1520;2350
9434;2021;1;19;ZARAGOZA/AEROPUERTO;249;0100152;413938;35;35;36;30;28;18;19;17;16;21;19;41;54;79;91;102;105;89;71;59;51;48;43;30;27;13;61;58;5;1600;9999
9434;2021;1;20;ZARAGOZA/AEROPUERTO;249;0100152;413938;28;26;46;46;50;50;49;47;48;49;51;54;60;63;69;72;66;63;62;64;61;60;59;57;25;46;54;56;18;1430;40
9434;2021;1;21;ZARAGOZA/AEROPUERTO;249;0100152;413938;57;55;54;50;45;42;41;32;32;59;119;136;147;145;145;144;154;147;137;141;137;127;138;137;54;31;104;101;28;1610;710
9434;2021;1;22;ZARAGOZA/AEROPUERTO;249;0100152;413938;138;121;130;110;102;100;83;103;107;111;116;108;113;108;115;113;103;95;83;70;67;62;56;41;107;78;85;58;13;0;2330
9434;2021;1;23;ZARAGOZA/AEROPUERTO;249;0100152;413938;40;70;76;76;81;79;87;90;88;96;100;112;125;115;105;113;111;111;113;114;117;113;131;129;30;58;83;84;23;2200;0
9434;2021;1;24;ZARAGOZA/AEROPUERTO;249;0100152;413938;126;94;113;122;110;91;88;79;75;85;96;108;117;122;132;129;124;118;103;109;117;116;118;114;93;69;87;85;66;1410;800
9434;2021;1;25;ZARAGOZA/AEROPUERTO;249;0100152;413938;110;100;106;106;102;92;84;83;85;86;87;89;86;86;92;94;96;95;95;95;92;85;86;72;80;77;81;85;59;0;2350
9434;2021;1;26;ZARAGOZA/AEROPUERTO;249;0100152;413938;70;64;64;61;59;53;53;46;56;76;90;100;107;122;133;143;139;129;114;107;99;92;90;83;59;39;92;98;34;1520;710
9434;2021;1;27;ZARAGOZA/AEROPUERTO;249;0100152;413938;75;70;75;81;95;85;91;83;81;113;144;158;172;180;192;194;190;178;153;149;141;129;125;129;69;80;147;135;58;1430;120
9434;2021;1;28;ZARAGOZA/AEROPUERTO;249;0100152;413938;105;106;95;90;109;91;84;85;80;98;120;146;166;178;188;189;187;168;152;139;127;122;141;128;99;83;143;129;65;1620;740
9434;2021;1;29;ZARAGOZA/AEROPUERTO;249;0100152;413938;145;158;157;148;143;145;138;140;133;153;161;170;177;187;193;195;191;184;157;147;130;136;138;144;122;114;140;125;99;1430;2010
9434;2021;1;30;ZARAGOZA/AEROPUERTO;249;0100152;413938;140;134;132;137;147;144;138;131;120;139;151;160;164;169;174;163;142;135;102;95;94;87;86;75;113;110;96;78;59;1400;2250
9434;2021;1;31;ZARAGOZA/AEROPUERTO;249;0100152;413938;77;81;103;94;89;84;91;90;94;111;119;120;141;147;159;157;145;133;129;144;159;163;161;162;66;66;105;100;72;1440;0
